Month,Activity,Modality,Entity,Woreda,FDP_ID,FDP/Site Name,Checklist Type,Required Count,Latitude,Longitude,GPS,Achieved,Gap,Completion %,Status,Visited Status
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-028,Awbare FDP 28,Warehouse Monitoring,1,9.39714,42.861463,"9.39714, 42.861463",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-028,Awbare FDP 28,Distribution Observation,1,9.39714,42.861463,"9.39714, 42.861463",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-028,Awbare FDP 28,Partner Performance Monitoring,1,9.39714,42.861463,"9.39714, 42.861463",0,1,0.0,Not Visited / Not Submitted,Not Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-029,Awbare FDP 29,Beneficiary Contact Monitoring,6,9.337919,42.862687,"9.337919, 42.862687",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-029,Awbare FDP 29,Food Basket Monitoring,6,9.337919,42.862687,"9.337919, 42.862687",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-029,Awbare FDP 29,Warehouse Monitoring,1,9.337919,42.862687,"9.337919, 42.862687",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-029,Awbare FDP 29,Distribution Observation,1,9.337919,42.862687,"9.337919, 42.862687",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-029,Awbare FDP 29,Partner Performance Monitoring,1,9.337919,42.862687,"9.337919, 42.862687",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-030,Awbare FDP 30,Beneficiary Contact Monitoring,6,9.268469,42.732911,"9.268469, 42.732911",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-030,Awbare FDP 30,Food Basket Monitoring,6,9.268469,42.732911,"9.268469, 42.732911",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-030,Awbare FDP 30,Warehouse Monitoring,1,9.268469,42.732911,"9.268469, 42.732911",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-030,Awbare FDP 30,Distribution Observation,1,9.268469,42.732911,"9.268469, 42.732911",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-030,Awbare FDP 30,Partner Performance Monitoring,1,9.268469,42.732911,"9.268469, 42.732911",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-031,Awbare FDP 31,Beneficiary Contact Monitoring,6,9.304422,42.786273,"9.304422, 42.786273",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-031,Awbare FDP 31,Food Basket Monitoring,6,9.304422,42.786273,"9.304422, 42.786273",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-031,Awbare FDP 31,Warehouse Monitoring,1,9.304422,42.786273,"9.304422, 42.786273",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-031,Awbare FDP 31,Distribution Observation,1,9.304422,42.786273,"9.304422, 42.786273",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-031,Awbare FDP 31,Partner Performance Monitoring,1,9.304422,42.786273,"9.304422, 42.786273",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-032,Awbare FDP 32,Beneficiary Contact Monitoring,6,9.379025,42.788571,"9.379025, 42.788571",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-032,Awbare FDP 32,Food Basket Monitoring,6,9.379025,42.788571,"9.379025, 42.788571",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-032,Awbare FDP 32,Warehouse Monitoring,1,9.379025,42.788571,"9.379025, 42.788571",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-032,Awbare FDP 32,Distribution Observation,1,9.379025,42.788571,"9.379025, 42.788571",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-032,Awbare FDP 32,Partner Performance Monitoring,1,9.379025,42.788571,"9.379025, 42.788571",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-033,Awbare FDP 33,Beneficiary Contact Monitoring,6,9.421579,42.725286,"9.421579, 42.725286",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-033,Awbare FDP 33,Food Basket Monitoring,6,9.421579,42.725286,"9.421579, 42.725286",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-033,Awbare FDP 33,Warehouse Monitoring,1,9.421579,42.725286,"9.421579, 42.725286",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-033,Awbare FDP 33,Distribution Observation,1,9.421579,42.725286,"9.421579, 42.725286",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-033,Awbare FDP 33,Partner Performance Monitoring,1,9.421579,42.725286,"9.421579, 42.725286",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-034,Awbare FDP 34,Beneficiary Contact Monitoring,6,9.465207,42.799769,"9.465207, 42.799769",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-034,Awbare FDP 34,Food Basket Monitoring,6,9.465207,42.799769,"9.465207, 42.799769",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-034,Awbare FDP 34,Warehouse Monitoring,1,9.465207,42.799769,"9.465207, 42.799769",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-034,Awbare FDP 34,Distribution Observation,1,9.465207,42.799769,"9.465207, 42.799769",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-034,Awbare FDP 34,Partner Performance Monitoring,1,9.465207,42.799769,"9.465207, 42.799769",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-035,Awbare FDP 35,Beneficiary Contact Monitoring,6,9.388005,42.698285,"9.388005, 42.698285",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-035,Awbare FDP 35,Food Basket Monitoring,6,9.388005,42.698285,"9.388005, 42.698285",3,3,0.5,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-035,Awbare FDP 35,Warehouse Monitoring,1,9.388005,42.698285,"9.388005, 42.698285",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-035,Awbare FDP 35,Distribution Observation,1,9.388005,42.698285,"9.388005, 42.698285",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-035,Awbare FDP 35,Partner Performance Monitoring,1,9.388005,42.698285,"9.388005, 42.698285",0,1,0.0,Not Visited / Not Submitted,Not Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-036,Awbare FDP 36,Beneficiary Contact Monitoring,6,9.355433,42.767442,"9.355433, 42.767442",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-036,Awbare FDP 36,Food Basket Monitoring,6,9.355433,42.767442,"9.355433, 42.767442",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-036,Awbare FDP 36,Warehouse Monitoring,1,9.355433,42.767442,"9.355433, 42.767442",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-036,Awbare FDP 36,Distribution Observation,1,9.355433,42.767442,"9.355433, 42.767442",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-036,Awbare FDP 36,Partner Performance Monitoring,1,9.355433,42.767442,"9.355433, 42.767442",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-037,Awbare FDP 37,Beneficiary Contact Monitoring,6,9.302987,42.751777,"9.302987, 42.751777",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-037,Awbare FDP 37,Food Basket Monitoring,6,9.302987,42.751777,"9.302987, 42.751777",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-037,Awbare FDP 37,Warehouse Monitoring,1,9.302987,42.751777,"9.302987, 42.751777",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-037,Awbare FDP 37,Distribution Observation,1,9.302987,42.751777,"9.302987, 42.751777",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-037,Awbare FDP 37,Partner Performance Monitoring,1,9.302987,42.751777,"9.302987, 42.751777",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-038,Awbare FDP 38,Beneficiary Contact Monitoring,6,9.297078,42.753465,"9.297078, 42.753465",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-038,Awbare FDP 38,Food Basket Monitoring,6,9.297078,42.753465,"9.297078, 42.753465",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-038,Awbare FDP 38,Warehouse Monitoring,1,9.297078,42.753465,"9.297078, 42.753465",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-038,Awbare FDP 38,Distribution Observation,1,9.297078,42.753465,"9.297078, 42.753465",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-038,Awbare FDP 38,Partner Performance Monitoring,1,9.297078,42.753465,"9.297078, 42.753465",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-039,Awbare FDP 39,Beneficiary Contact Monitoring,6,9.336829,42.805286,"9.336829, 42.805286",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-039,Awbare FDP 39,Food Basket Monitoring,6,9.336829,42.805286,"9.336829, 42.805286",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-039,Awbare FDP 39,Warehouse Monitoring,1,9.336829,42.805286,"9.336829, 42.805286",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-039,Awbare FDP 39,Distribution Observation,1,9.336829,42.805286,"9.336829, 42.805286",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-039,Awbare FDP 39,Partner Performance Monitoring,1,9.336829,42.805286,"9.336829, 42.805286",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-040,Awbare FDP 40,Beneficiary Contact Monitoring,6,9.385554,42.806807,"9.385554, 42.806807",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-040,Awbare FDP 40,Food Basket Monitoring,6,9.385554,42.806807,"9.385554, 42.806807",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-040,Awbare FDP 40,Warehouse Monitoring,1,9.385554,42.806807,"9.385554, 42.806807",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-040,Awbare FDP 40,Distribution Observation,1,9.385554,42.806807,"9.385554, 42.806807",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,WFP,Awbare,REL-AWBA-040,Awbare FDP 40,Partner Performance Monitoring,1,9.385554,42.806807,"9.385554, 42.806807",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-041,Awbare FDP 41,Beneficiary Contact Monitoring,6,9.352101,42.834422,"9.352101, 42.834422",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-041,Awbare FDP 41,Food Basket Monitoring,6,9.352101,42.834422,"9.352101, 42.834422",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-041,Awbare FDP 41,Warehouse Monitoring,1,9.352101,42.834422,"9.352101, 42.834422",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-041,Awbare FDP 41,Distribution Observation,1,9.352101,42.834422,"9.352101, 42.834422",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-041,Awbare FDP 41,Partner Performance Monitoring,1,9.352101,42.834422,"9.352101, 42.834422",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-042,Awbare FDP 42,Beneficiary Contact Monitoring,6,9.357899,42.821266,"9.357899, 42.821266",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-042,Awbare FDP 42,Food Basket Monitoring,6,9.357899,42.821266,"9.357899, 42.821266",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-042,Awbare FDP 42,Warehouse Monitoring,1,9.357899,42.821266,"9.357899, 42.821266",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-042,Awbare FDP 42,Distribution Observation,1,9.357899,42.821266,"9.357899, 42.821266",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Food,TPM,Awbare,REL-AWBA-042,Awbare FDP 42,Partner Performance Monitoring,1,9.357899,42.821266,"9.357899, 42.821266",0,1,0.0,Not Visited / Not Submitted,Not Visited
May 2025,Activity 1 Relief,Cash,WFP,Babile,REL-BABI-001,Babile FDP 01,Beneficiary Contact Monitoring,6,9.197474,42.399607,"9.197474, 42.399607",3,3,0.5,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,WFP,Babile,REL-BABI-001,Babile FDP 01,Food Basket Monitoring,6,9.197474,42.399607,"9.197474, 42.399607",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,WFP,Babile,REL-BABI-001,Babile FDP 01,Warehouse Monitoring,1,9.197474,42.399607,"9.197474, 42.399607",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,WFP,Babile,REL-BABI-001,Babile FDP 01,Distribution Observation,1,9.197474,42.399607,"9.197474, 42.399607",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,WFP,Babile,REL-BABI-001,Babile FDP 01,Partner Performance Monitoring,1,9.197474,42.399607,"9.197474, 42.399607",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-002,Babile FDP 02,Beneficiary Contact Monitoring,6,9.197751,42.383191,"9.197751, 42.383191",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-002,Babile FDP 02,Food Basket Monitoring,6,9.197751,42.383191,"9.197751, 42.383191",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-002,Babile FDP 02,Warehouse Monitoring,1,9.197751,42.383191,"9.197751, 42.383191",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-002,Babile FDP 02,Distribution Observation,1,9.197751,42.383191,"9.197751, 42.383191",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-002,Babile FDP 02,Partner Performance Monitoring,1,9.197751,42.383191,"9.197751, 42.383191",0,1,0.0,Not Visited / Not Submitted,Not Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-003,Babile FDP 03,Beneficiary Contact Monitoring,6,9.16836,42.215419,"9.16836, 42.215419",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-003,Babile FDP 03,Food Basket Monitoring,6,9.16836,42.215419,"9.16836, 42.215419",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-003,Babile FDP 03,Warehouse Monitoring,1,9.16836,42.215419,"9.16836, 42.215419",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-003,Babile FDP 03,Distribution Observation,1,9.16836,42.215419,"9.16836, 42.215419",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-003,Babile FDP 03,Partner Performance Monitoring,1,9.16836,42.215419,"9.16836, 42.215419",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-004,Babile FDP 04,Beneficiary Contact Monitoring,6,9.280249,42.301655,"9.280249, 42.301655",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-004,Babile FDP 04,Food Basket Monitoring,6,9.280249,42.301655,"9.280249, 42.301655",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-004,Babile FDP 04,Warehouse Monitoring,1,9.280249,42.301655,"9.280249, 42.301655",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-004,Babile FDP 04,Distribution Observation,1,9.280249,42.301655,"9.280249, 42.301655",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-004,Babile FDP 04,Partner Performance Monitoring,1,9.280249,42.301655,"9.280249, 42.301655",0,1,0.0,Not Visited / Not Submitted,Not Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-005,Babile FDP 05,Beneficiary Contact Monitoring,6,9.140698,42.242083,"9.140698, 42.242083",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-005,Babile FDP 05,Food Basket Monitoring,6,9.140698,42.242083,"9.140698, 42.242083",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-005,Babile FDP 05,Warehouse Monitoring,1,9.140698,42.242083,"9.140698, 42.242083",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-005,Babile FDP 05,Distribution Observation,1,9.140698,42.242083,"9.140698, 42.242083",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-005,Babile FDP 05,Partner Performance Monitoring,1,9.140698,42.242083,"9.140698, 42.242083",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-006,Babile FDP 06,Beneficiary Contact Monitoring,6,9.130377,42.220161,"9.130377, 42.220161",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-006,Babile FDP 06,Food Basket Monitoring,6,9.130377,42.220161,"9.130377, 42.220161",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-006,Babile FDP 06,Warehouse Monitoring,1,9.130377,42.220161,"9.130377, 42.220161",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-006,Babile FDP 06,Distribution Observation,1,9.130377,42.220161,"9.130377, 42.220161",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-006,Babile FDP 06,Partner Performance Monitoring,1,9.130377,42.220161,"9.130377, 42.220161",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-007,Babile FDP 07,Beneficiary Contact Monitoring,6,9.161911,42.350485,"9.161911, 42.350485",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-007,Babile FDP 07,Food Basket Monitoring,6,9.161911,42.350485,"9.161911, 42.350485",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-007,Babile FDP 07,Warehouse Monitoring,1,9.161911,42.350485,"9.161911, 42.350485",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-007,Babile FDP 07,Distribution Observation,1,9.161911,42.350485,"9.161911, 42.350485",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-007,Babile FDP 07,Partner Performance Monitoring,1,9.161911,42.350485,"9.161911, 42.350485",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-008,Babile FDP 08,Beneficiary Contact Monitoring,6,9.167749,42.36719,"9.167749, 42.36719",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-008,Babile FDP 08,Food Basket Monitoring,6,9.167749,42.36719,"9.167749, 42.36719",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-008,Babile FDP 08,Warehouse Monitoring,1,9.167749,42.36719,"9.167749, 42.36719",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-008,Babile FDP 08,Distribution Observation,1,9.167749,42.36719,"9.167749, 42.36719",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-008,Babile FDP 08,Partner Performance Monitoring,1,9.167749,42.36719,"9.167749, 42.36719",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-009,Babile FDP 09,Beneficiary Contact Monitoring,6,9.190736,42.381917,"9.190736, 42.381917",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-009,Babile FDP 09,Food Basket Monitoring,6,9.190736,42.381917,"9.190736, 42.381917",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-009,Babile FDP 09,Warehouse Monitoring,1,9.190736,42.381917,"9.190736, 42.381917",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-009,Babile FDP 09,Distribution Observation,1,9.190736,42.381917,"9.190736, 42.381917",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-009,Babile FDP 09,Partner Performance Monitoring,1,9.190736,42.381917,"9.190736, 42.381917",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-010,Babile FDP 10,Beneficiary Contact Monitoring,6,9.232026,42.298391,"9.232026, 42.298391",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-010,Babile FDP 10,Food Basket Monitoring,6,9.232026,42.298391,"9.232026, 42.298391",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-010,Babile FDP 10,Warehouse Monitoring,1,9.232026,42.298391,"9.232026, 42.298391",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-010,Babile FDP 10,Distribution Observation,1,9.232026,42.298391,"9.232026, 42.298391",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-010,Babile FDP 10,Partner Performance Monitoring,1,9.232026,42.298391,"9.232026, 42.298391",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-011,Babile FDP 11,Beneficiary Contact Monitoring,6,9.207422,42.233306,"9.207422, 42.233306",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-011,Babile FDP 11,Food Basket Monitoring,6,9.207422,42.233306,"9.207422, 42.233306",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-011,Babile FDP 11,Warehouse Monitoring,1,9.207422,42.233306,"9.207422, 42.233306",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-011,Babile FDP 11,Distribution Observation,1,9.207422,42.233306,"9.207422, 42.233306",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-011,Babile FDP 11,Partner Performance Monitoring,1,9.207422,42.233306,"9.207422, 42.233306",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-012,Babile FDP 12,Beneficiary Contact Monitoring,6,9.229121,42.363384,"9.229121, 42.363384",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-012,Babile FDP 12,Food Basket Monitoring,6,9.229121,42.363384,"9.229121, 42.363384",5,1,0.8333333333333334,Partial,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-012,Babile FDP 12,Warehouse Monitoring,1,9.229121,42.363384,"9.229121, 42.363384",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-012,Babile FDP 12,Distribution Observation,1,9.229121,42.363384,"9.229121, 42.363384",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-012,Babile FDP 12,Partner Performance Monitoring,1,9.229121,42.363384,"9.229121, 42.363384",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-013,Babile FDP 13,Beneficiary Contact Monitoring,6,9.112096,42.218138,"9.112096, 42.218138",4,2,0.6666666666666666,Moderate Gap,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-013,Babile FDP 13,Food Basket Monitoring,6,9.112096,42.218138,"9.112096, 42.218138",6,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-013,Babile FDP 13,Warehouse Monitoring,1,9.112096,42.218138,"9.112096, 42.218138",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-013,Babile FDP 13,Distribution Observation,1,9.112096,42.218138,"9.112096, 42.218138",1,0,1.0,Complete,Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-013,Babile FDP 13,Partner Performance Monitoring,1,9.112096,42.218138,"9.112096, 42.218138",0,1,0.0,Not Visited / Not Submitted,Not Visited
May 2025,Activity 1 Relief,Cash,TPM,Babile,REL-BABI-014,Babile FDP 14,Beneficiary Contact Monitoring,6,9.280054,42.371402,"9.280054, 42.371402",6,0,1.0,Complete,Visited
