Month,Activity,Modality,Sub-office,Zone,Woreda,FDP_ID,FDP/Site Name,Partner,Assistance Planned,Monthly Priority Level,Priority Reason,Distribution Window,TPM Assigned to Woreda,TPM Field Monitor,TPM Available This Month,Reassignment Possible,Reassignment Needed,Reassignment Status,Planned Entity,Allocation Reason,Assignment Type,70/30 Exception Reason,Manual Override Entity,Override Reason,Final Entity,Latitude,Longitude,GPS
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-011,Kelafo FDP 11,OWDA,Yes,High,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,5.721752,44.140331,"5.721752, 44.140331"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-012,Kelafo FDP 12,OWDA,Yes,High,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,5.66969,44.065016,"5.66969, 44.065016"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-013,Kelafo FDP 13,OWDA,Yes,Medium,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,5.699281,44.164786,"5.699281, 44.164786"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-014,Kelafo FDP 14,OWDA,Yes,Medium,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,5.643598,44.174001,"5.643598, 44.174001"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-015,Kelafo FDP 15,OWDA,Yes,High,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,5.595896,44.228127,"5.595896, 44.228127"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-016,Kelafo FDP 16,OWDA,Yes,High,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,5.727549,44.128463,"5.727549, 44.128463"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-017,Kelafo FDP 17,OWDA,Yes,Medium,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,5.62664,44.172771,"5.62664, 44.172771"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-018,Kelafo FDP 18,OWDA,Yes,Medium,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,5.695158,44.075023,"5.695158, 44.075023"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-019,Kelafo FDP 19,OWDA,Yes,Medium,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,5.620861,44.199756,"5.620861, 44.199756"
May 2025,Activity 1 Relief,Food,Gode,Shabelle,Kelafo,REL-KELA-020,Kelafo FDP 20,OWDA,Yes,Medium,Current month vulnerability/needs prioritization,10–25 May 2025,Yes,Hassan Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,5.57562,44.111153,"5.57562, 44.111153"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-001,Duhun FDP 01,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.920234,42.569055,"7.920234, 42.569055"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-002,Duhun FDP 02,IMC,Yes,High,Routine programme monitoring,10–25 May 2025,No,,No,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,7.843273,42.562054,"7.843273, 42.562054"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-003,Duhun FDP 03,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.857891,42.628916,"7.857891, 42.628916"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-004,Duhun FDP 04,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.908045,42.611341,"7.908045, 42.611341"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-005,Duhun FDP 05,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.949055,42.539307,"7.949055, 42.539307"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-006,Duhun FDP 06,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.80368,42.48685,"7.80368, 42.48685"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-007,Duhun FDP 07,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.804265,42.512999,"7.804265, 42.512999"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-008,Duhun FDP 08,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.886856,42.486812,"7.886856, 42.486812"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-009,Duhun FDP 09,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.835265,42.497664,"7.835265, 42.497664"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Duhun,NUT-DUHU-010,Duhun FDP 10,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,7.763646,42.604229,"7.763646, 42.604229"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-001,Fik FDP 01,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.127419,42.219694,"8.127419, 42.219694"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-002,Fik FDP 02,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.102049,42.272763,"8.102049, 42.272763"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-003,Fik FDP 03,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.171898,42.209424,"8.171898, 42.209424"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-004,Fik FDP 04,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.176966,42.299562,"8.176966, 42.299562"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-005,Fik FDP 05,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.081079,42.319443,"8.081079, 42.319443"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-006,Fik FDP 06,IMC,Yes,High,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,8.100331,42.332512,"8.100331, 42.332512"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-007,Fik FDP 07,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.123494,42.280174,"8.123494, 42.280174"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-008,Fik FDP 08,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.071225,42.348989,"8.071225, 42.348989"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-009,Fik FDP 09,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.142939,42.294909,"8.142939, 42.294909"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-010,Fik FDP 10,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.101892,42.33266,"8.101892, 42.33266"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-011,Fik FDP 11,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.087426,42.241099,"8.087426, 42.241099"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Erer,Fik,NUT-FIK-012,Fik FDP 12,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Muna Monitor,Yes,Yes,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,8.095518,42.240745,"8.095518, 42.240745"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-001,Harorays FDP 01,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.230819,42.961924,"9.230819, 42.961924"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-002,Harorays FDP 02,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.163677,43.115415,"9.163677, 43.115415"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-003,Harorays FDP 03,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.161668,43.10106,"9.161668, 43.10106"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-004,Harorays FDP 04,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.140277,43.166694,"9.140277, 43.166694"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-005,Harorays FDP 05,IMC,Yes,High,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,9.141961,43.071755,"9.141961, 43.071755"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-006,Harorays FDP 06,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.159545,42.992832,"9.159545, 42.992832"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-007,Harorays FDP 07,IMC,Yes,High,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,9.207051,43.105204,"9.207051, 43.105204"
May 2025,Activity 2 Nutrition,TSFP,Jijiga,Fafan,Harorays,NUT-HARO-008,Harorays FDP 08,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Ahmed Monitor,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.165393,42.992767,"9.165393, 42.992767"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-001,Rhamu FDP 01,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.290963,44.601673,"6.290963, 44.601673"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-002,Rhamu FDP 02,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.287258,44.566381,"6.287258, 44.566381"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-003,Rhamu FDP 03,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.278735,44.58126,"6.278735, 44.58126"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-004,Rhamu FDP 04,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.26081,44.597794,"6.26081, 44.597794"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-005,Rhamu FDP 05,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.247272,44.561648,"6.247272, 44.561648"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-006,Rhamu FDP 06,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.236031,44.621788,"6.236031, 44.621788"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-007,Rhamu FDP 07,IMC,Yes,High,Routine programme monitoring,10–25 May 2025,No,,No,Yes,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,6.350037,44.659559,"6.350037, 44.659559"
May 2025,Activity 2 Nutrition,TSFP,Gode,Shabelle,Rhamu,NUT-RHAM-008,Rhamu FDP 08,IMC,Yes,Medium,Routine programme monitoring,10–25 May 2025,No,,No,Yes,Yes,Pending JarCo confirmation,WFP,No assigned TPM; WFP assigned pending JarCo reassignment,Full woreda,,,,WFP,6.279273,44.572934,"6.279273, 44.572934"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Aw-Bare Camp,REF-AWBA-001,Aw-Bare Camp Site 01,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor A,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.693736,43.013279,"9.693736, 43.013279"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Aw-Bare Camp,REF-AWBA-002,Aw-Bare Camp Site 02,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor A,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.731421,43.01179,"9.731421, 43.01179"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Aw-Bare Camp,REF-AWBA-003,Aw-Bare Camp Site 03,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor A,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.776148,43.128456,"9.776148, 43.128456"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Aw-Bare Camp,REF-AWBA-004,Aw-Bare Camp Site 04,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor A,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.782744,43.027137,"9.782744, 43.027137"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Aw-Bare Camp,REF-AWBA-005,Aw-Bare Camp Site 05,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor A,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.832203,43.042882,"9.832203, 43.042882"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Kebribeyah Camp,REF-KEBR-001,Kebribeyah Camp Site 01,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor B,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.1237,43.271124,"9.1237, 43.271124"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Kebribeyah Camp,REF-KEBR-002,Kebribeyah Camp Site 02,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor B,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.180123,43.13241,"9.180123, 43.13241"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Kebribeyah Camp,REF-KEBR-003,Kebribeyah Camp Site 03,RRS/UNHCR,Yes,High,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor B,Yes,No,No,,WFP,High-priority/management assurance site assigned to WFP,Full woreda,,,,WFP,9.015153,43.245224,"9.015153, 43.245224"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Kebribeyah Camp,REF-KEBR-004,Kebribeyah Camp Site 04,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor B,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.050593,43.230436,"9.050593, 43.230436"
May 2025,Activity 3 Refugee Operations,GFD,Jijiga,Fafan,Kebribeyah Camp,REF-KEBR-005,Kebribeyah Camp Site 05,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor B,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.183863,43.256373,"9.183863, 43.256373"
May 2025,Activity 3 Refugee Operations,School Feeding,Jijiga,Fafan,Sheder Camp,REF-SHED-001,Sheder Camp Site 01,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor C,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.56026,43.111869,"9.56026, 43.111869"
May 2025,Activity 3 Refugee Operations,School Feeding,Jijiga,Fafan,Sheder Camp,REF-SHED-002,Sheder Camp Site 02,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor C,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.520427,43.104177,"9.520427, 43.104177"
May 2025,Activity 3 Refugee Operations,School Feeding,Jijiga,Fafan,Sheder Camp,REF-SHED-003,Sheder Camp Site 03,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor C,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.559996,43.082031,"9.559996, 43.082031"
May 2025,Activity 3 Refugee Operations,School Feeding,Jijiga,Fafan,Sheder Camp,REF-SHED-004,Sheder Camp Site 04,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor C,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.561536,43.063034,"9.561536, 43.063034"
May 2025,Activity 3 Refugee Operations,School Feeding,Jijiga,Fafan,Sheder Camp,REF-SHED-005,Sheder Camp Site 05,RRS/UNHCR,Yes,Medium,Routine programme monitoring,10–25 May 2025,Yes,Camp Monitor C,Yes,No,No,,TPM,TPM monitor assigned and available,Full woreda,,,,TPM,9.544236,43.157077,"9.544236, 43.157077"
